first_name,last_name,gender,matriculation_year,matriculation_number,student_id,college,class_of,level,level_for_sorting
Sabrina,Velasquez,F,2022,1251,2022-1251,STC,2026,Junior,2
Stephanie,Cline,F,2022,1252,2022-1252,STB,2026,Junior,2
Morgan,Arroyo,F,2022,1253,2022-1253,STM,2026,Junior,2
Yolanda,Williams,F,2022,1254,2022-1254,STM,2026,Junior,2
Mary,Perry,F,2022,1255,2022-1255,STL,2026,Junior,2
Tara,Fitzgerald,F,2022,1256,2022-1256,STC,2026,Junior,2
Karen,Brooks,F,2022,1257,2022-1257,STC,2026,Junior,2
Regina,Barnett,F,2022,1258,2022-1258,STB,2026,Junior,2
Krystal,Rodriguez,F,2022,1259,2022-1259,STB,2026,Junior,2
Victoria,Wright,F,2022,1260,2022-1260,STM,2026,Junior,2
Cindy,Miller,F,2022,1261,2022-1261,STM,2026,Junior,2
Kathleen,Lester,F,2022,1262,2022-1262,STM,2026,Junior,2
Pamela,Flores,F,2022,1263,2022-1263,STB,2026,Junior,2
Emily,Gutierrez,F,2022,1264,2022-1264,STM,2026,Junior,2
Theresa,Matthews,F,2022,1265,2022-1265,STB,2026,Junior,2
Erin,Young,F,2022,1266,2022-1266,STC,2026,Junior,2
Felicia,Wilson,F,2022,1267,2022-1267,STC,2026,Junior,2
Suzanne,Figueroa,F,2022,1268,2022-1268,STB,2026,Junior,2
Andrea,Russo,F,2022,1269,2022-1269,STM,2026,Junior,2
Crystal,Wallace,F,2022,1270,2022-1270,STM,2026,Junior,2
Michelle,Atkinson,F,2022,1271,2022-1271,STL,2026,Junior,2
Connie,Torres,F,2022,1272,2022-1272,STL,2026,Junior,2
Jennifer,Phelps,F,2022,1273,2022-1273,STC,2026,Junior,2
Patricia,Mullins,F,2022,1274,2022-1274,STM,2026,Junior,2
Katherine,Mckinney,F,2022,1275,2022-1275,STM,2026,Junior,2
Michelle,Becker,F,2022,1276,2022-1276,STM,2026,Junior,2
Michelle,Francis,F,2022,1277,2022-1277,STM,2026,Junior,2
Lori,Curtis,F,2022,1278,2022-1278,STC,2026,Junior,2
Brandi,Wallace,F,2022,1279,2022-1279,STM,2026,Junior,2
Anna,Taylor,F,2022,1280,2022-1280,STB,2026,Junior,2
Mary,Mitchell,F,2022,1281,2022-1281,STM,2026,Junior,2
Veronica,Parker,F,2022,1282,2022-1282,STB,2026,Junior,2
Jessica,Ward,F,2022,1283,2022-1283,STC,2026,Junior,2
Gabriela,Hansen,F,2022,1284,2022-1284,STB,2026,Junior,2
Candice,Johnson,F,2022,1285,2022-1285,STC,2026,Junior,2
Alicia,Jordan,F,2022,1286,2022-1286,STB,2026,Junior,2
Lisa,Dennis,F,2022,1287,2022-1287,STB,2026,Junior,2
Kristin,Underwood,F,2022,1288,2022-1288,STM,2026,Junior,2
Betty,Stevens,F,2022,1289,2022-1289,STB,2026,Junior,2
Ashley,Peters,F,2022,1290,2022-1290,STC,2026,Junior,2
Sarah,Pearson,F,2022,1291,2022-1291,STB,2026,Junior,2
Andrea,Clark,F,2022,1292,2022-1292,STL,2026,Junior,2
Amber,Wise,F,2022,1293,2022-1293,STL,2026,Junior,2
Jill,Vega,F,2022,1294,2022-1294,STL,2026,Junior,2
Barbara,Miller,F,2022,1295,2022-1295,STB,2026,Junior,2
Elizabeth,Boone,F,2022,1296,2022-1296,STL,2026,Junior,2
Michelle,Rodriguez,F,2022,1297,2022-1297,STB,2026,Junior,2
Jacqueline,Robinson,F,2022,1298,2022-1298,STL,2026,Junior,2
Samantha,Wong,F,2022,1299,2022-1299,STM,2026,Junior,2
Cheyenne,Johnson,F,2022,1300,2022-1300,STM,2026,Junior,2
Jennifer,Schneider,F,2022,1301,2022-1301,STL,2026,Junior,2
Shelby,Fowler,F,2022,1302,2022-1302,STC,2026,Junior,2
Tammy,Ramos,F,2022,1303,2022-1303,STB,2026,Junior,2
Crystal,Sullivan,F,2022,1304,2022-1304,STB,2026,Junior,2
Angela,Banks,F,2022,1305,2022-1305,STB,2026,Junior,2
Brandy,Johnson,F,2022,1306,2022-1306,STB,2026,Junior,2
Aimee,Rodgers,F,2022,1307,2022-1307,STB,2026,Junior,2
Connie,Lawson,F,2022,1308,2022-1308,STB,2026,Junior,2
Barbara,Swanson,F,2022,1309,2022-1309,STM,2026,Junior,2
Susan,Taylor,F,2022,1310,2022-1310,STB,2026,Junior,2
Nicole,Hernandez,F,2022,1311,2022-1311,STM,2026,Junior,2
Sarah,Patton,F,2022,1312,2022-1312,STB,2026,Junior,2
Breanna,Wong,F,2022,1313,2022-1313,STL,2026,Junior,2
Janet,Tucker,F,2022,1314,2022-1314,STM,2026,Junior,2
Sandra,Smith,F,2022,1315,2022-1315,STM,2026,Junior,2
Valerie,Rangel,F,2022,1316,2022-1316,STL,2026,Junior,2
Kari,Suarez,F,2022,1317,2022-1317,STB,2026,Junior,2
Leslie,Parsons,F,2022,1318,2022-1318,STC,2026,Junior,2
Katelyn,Little,F,2022,1319,2022-1319,STL,2026,Junior,2
Amanda,Gonzalez,F,2022,1320,2022-1320,STM,2026,Junior,2
Rachel,Long,F,2022,1321,2022-1321,STB,2026,Junior,2
Stephanie,Lawrence,F,2022,1322,2022-1322,STC,2026,Junior,2
Jennifer,Wallace,F,2022,1323,2022-1323,STB,2026,Junior,2
Rachel,Wright,F,2022,1324,2022-1324,STB,2026,Junior,2
Nicole,Perez,F,2022,1325,2022-1325,STM,2026,Junior,2
Lauren,Sanchez,F,2022,1326,2022-1326,STL,2026,Junior,2
Laura,Williams,F,2022,1327,2022-1327,STC,2026,Junior,2
Michelle,Wolf,F,2022,1328,2022-1328,STC,2026,Junior,2
Kristi,Larsen,F,2022,1329,2022-1329,STC,2026,Junior,2
Paula,Silva,F,2022,1330,2022-1330,STB,2026,Junior,2
Melissa,Gay,F,2022,1331,2022-1331,STB,2026,Junior,2
Jessica,Snyder,F,2022,1332,2022-1332,STL,2026,Junior,2
Lisa,Delgado,F,2022,1333,2022-1333,STB,2026,Junior,2
Holly,Romero,F,2022,1334,2022-1334,STC,2026,Junior,2
Robin,Lawson,F,2022,1335,2022-1335,STL,2026,Junior,2
Rose,Smith,F,2022,1336,2022-1336,STM,2026,Junior,2
Andrea,Peters,F,2022,1337,2022-1337,STB,2026,Junior,2
Jennifer,Myers,F,2022,1338,2022-1338,STL,2026,Junior,2
Jennifer,Ross,F,2022,1339,2022-1339,STB,2026,Junior,2
Kiara,Flores,F,2022,1340,2022-1340,STC,2026,Junior,2
Tamara,Bates,F,2022,1341,2022-1341,STB,2026,Junior,2
Sarah,Armstrong,F,2022,1342,2022-1342,STB,2026,Junior,2
Ann,Burton,F,2022,1343,2022-1343,STB,2026,Junior,2
Sherry,Johnson,F,2022,1344,2022-1344,STM,2026,Junior,2
Caitlin,Greene,F,2022,1345,2022-1345,STC,2026,Junior,2
Jessica,Terry,F,2022,1346,2022-1346,STM,2026,Junior,2
Kristina,Cox,F,2022,1347,2022-1347,STL,2026,Junior,2
Rachel,Moore,F,2022,1348,2022-1348,STL,2026,Junior,2
Cheyenne,Guerrero,F,2022,1349,2022-1349,STC,2026,Junior,2
Patricia,Robbins,F,2022,1350,2022-1350,STC,2026,Junior,2
Bridget,Williams,F,2022,1351,2022-1351,STM,2026,Junior,2
Misty,Wagner,F,2022,1352,2022-1352,STB,2026,Junior,2
Rebecca,Pennington,F,2022,1353,2022-1353,STC,2026,Junior,2
Alexis,Hull,F,2022,1354,2022-1354,STM,2026,Junior,2
Sheila,Perez,F,2022,1355,2022-1355,STB,2026,Junior,2
Tonya,Williams,F,2022,1356,2022-1356,STL,2026,Junior,2
Leslie,Lane,F,2022,1357,2022-1357,STM,2026,Junior,2
Crystal,Briggs,F,2022,1358,2022-1358,STL,2026,Junior,2
Jamie,Brown,F,2022,1359,2022-1359,STM,2026,Junior,2
Stephanie,Simmons,F,2022,1360,2022-1360,STB,2026,Junior,2
Sarah,Harrington,F,2022,1361,2022-1361,STM,2026,Junior,2
Caitlin,Lynch,F,2022,1362,2022-1362,STL,2026,Junior,2
Taylor,Ramsey,F,2022,1363,2022-1363,STL,2026,Junior,2
Anna,Cole,F,2022,1364,2022-1364,STL,2026,Junior,2
Lisa,Jimenez,F,2022,1365,2022-1365,STM,2026,Junior,2
Rachael,Olson,F,2022,1366,2022-1366,STL,2026,Junior,2
Yolanda,Forbes,F,2022,1367,2022-1367,STB,2026,Junior,2
Heather,Rojas,F,2022,1368,2022-1368,STB,2026,Junior,2
Sara,Smith,F,2022,1369,2022-1369,STB,2026,Junior,2
Stephanie,Brown,F,2022,1370,2022-1370,STM,2026,Junior,2
April,Clark,F,2022,1371,2022-1371,STC,2026,Junior,2
Monica,Williams,F,2022,1372,2022-1372,STC,2026,Junior,2
Megan,Richard,F,2022,1373,2022-1373,STM,2026,Junior,2
Emily,Hopkins,F,2022,1374,2022-1374,STB,2026,Junior,2
Joann,Moore,F,2022,1375,2022-1375,STB,2026,Junior,2
Kayla,Smith,F,2022,1376,2022-1376,STC,2026,Junior,2
Heather,Thomas,F,2022,1377,2022-1377,STC,2026,Junior,2
Alyssa,Frazier,F,2022,1378,2022-1378,STL,2026,Junior,2
Charlene,Garcia,F,2022,1379,2022-1379,STL,2026,Junior,2
Janet,Hoffman,F,2022,1380,2022-1380,STB,2026,Junior,2
Barbara,Gonzalez,F,2022,1381,2022-1381,STB,2026,Junior,2
Jessica,Jones,F,2022,1382,2022-1382,STC,2026,Junior,2
Shari,Hughes,F,2022,1383,2022-1383,STB,2026,Junior,2
Holly,Moreno,F,2022,1384,2022-1384,STM,2026,Junior,2
Heather,Huff,F,2022,1385,2022-1385,STB,2026,Junior,2
Julie,Valencia,F,2022,1386,2022-1386,STM,2026,Junior,2
Marissa,Rangel,F,2022,1387,2022-1387,STM,2026,Junior,2
Heidi,Potter,F,2022,1388,2022-1388,STM,2026,Junior,2
Olivia,Nelson,F,2022,1389,2022-1389,STC,2026,Junior,2
Margaret,Wolf,F,2022,1390,2022-1390,STM,2026,Junior,2
Stacey,Reid,F,2022,1391,2022-1391,STL,2026,Junior,2
Erica,Mann,F,2022,1392,2022-1392,STC,2026,Junior,2
Karen,Reed,F,2022,1393,2022-1393,STL,2026,Junior,2
Nina,Watts,F,2022,1394,2022-1394,STC,2026,Junior,2
Elizabeth,Miller,F,2022,1395,2022-1395,STC,2026,Junior,2
Carla,Torres,F,2022,1396,2022-1396,STM,2026,Junior,2
Darlene,Nelson,F,2022,1397,2022-1397,STL,2026,Junior,2
Helen,Ortiz,F,2022,1398,2022-1398,STC,2026,Junior,2
Erika,Steele,F,2022,1399,2022-1399,STL,2026,Junior,2
Veronica,Garcia,F,2022,1400,2022-1400,STB,2026,Junior,2
Christina,Wilson,F,2022,1401,2022-1401,STC,2026,Junior,2
Jessica,Johnson,F,2022,1402,2022-1402,STL,2026,Junior,2
Jessica,Jones,F,2022,1403,2022-1403,STL,2026,Junior,2
Christina,Mcdowell,F,2022,1404,2022-1404,STB,2026,Junior,2
Amber,Cook,F,2022,1405,2022-1405,STB,2026,Junior,2
Yvonne,Liu,F,2022,1406,2022-1406,STL,2026,Junior,2
Andrea,Armstrong,F,2022,1407,2022-1407,STC,2026,Junior,2
Jessica,Meyer,F,2022,1408,2022-1408,STL,2026,Junior,2
Christine,Clark,F,2022,1409,2022-1409,STC,2026,Junior,2
Caroline,Mcbride,F,2022,1410,2022-1410,STB,2026,Junior,2
Nancy,Bates,F,2022,1411,2022-1411,STB,2026,Junior,2
Sandra,Gibson,F,2022,1412,2022-1412,STL,2026,Junior,2
Nicole,Lopez,F,2022,1413,2022-1413,STC,2026,Junior,2
Veronica,Harper,F,2022,1414,2022-1414,STM,2026,Junior,2
Denise,Ayala,F,2022,1415,2022-1415,STC,2026,Junior,2
Melissa,Rose,F,2022,1416,2022-1416,STL,2026,Junior,2
Alison,Cox,F,2022,1417,2022-1417,STM,2026,Junior,2
Sonia,Taylor,F,2022,1418,2022-1418,STB,2026,Junior,2
Lisa,Kelley,F,2022,1419,2022-1419,STC,2026,Junior,2
Bethany,Reid,F,2022,1420,2022-1420,STC,2026,Junior,2
Carolyn,Smith,F,2022,1421,2022-1421,STB,2026,Junior,2
Jennifer,Cross,F,2022,1422,2022-1422,STL,2026,Junior,2
Emily,Proctor,F,2022,1423,2022-1423,STC,2026,Junior,2
Kathryn,Cooper,F,2022,1424,2022-1424,STM,2026,Junior,2
Mikayla,Perry,F,2022,1425,2022-1425,STB,2026,Junior,2
Deborah,Sanchez,F,2022,1426,2022-1426,STC,2026,Junior,2
Jessica,Scott,F,2022,1427,2022-1427,STC,2026,Junior,2
Christina,Johnson,F,2022,1428,2022-1428,STL,2026,Junior,2
Kelli,Walker,F,2022,1429,2022-1429,STB,2026,Junior,2
Morgan,Molina,F,2022,1430,2022-1430,STC,2026,Junior,2
Jasmine,Smith,F,2022,1431,2022-1431,STC,2026,Junior,2
Jasmine,Sanchez,F,2022,1432,2022-1432,STM,2026,Junior,2
Victoria,Ortiz,F,2022,1433,2022-1433,STC,2026,Junior,2
Lisa,Mccullough,F,2022,1434,2022-1434,STL,2026,Junior,2
Karen,Bryan,F,2022,1435,2022-1435,STM,2026,Junior,2
Olivia,Cruz,F,2022,1436,2022-1436,STB,2026,Junior,2
Karen,Daniels,F,2022,1437,2022-1437,STM,2026,Junior,2
Leah,Nelson,F,2022,1438,2022-1438,STL,2026,Junior,2
Carrie,Williams,F,2022,1439,2022-1439,STB,2026,Junior,2
Anna,Alvarado,F,2022,1440,2022-1440,STC,2026,Junior,2
Tonya,Wilson,F,2022,1441,2022-1441,STC,2026,Junior,2
Elizabeth,Dawson,F,2022,1442,2022-1442,STM,2026,Junior,2
Danielle,Hester,F,2022,1443,2022-1443,STM,2026,Junior,2
Jennifer,Jimenez,F,2022,1444,2022-1444,STL,2026,Junior,2
Heidi,Cole,F,2022,1445,2022-1445,STL,2026,Junior,2
Dana,Brown,F,2022,1446,2022-1446,STB,2026,Junior,2
Leslie,Hill,F,2022,1447,2022-1447,STB,2026,Junior,2
Rachel,Estes,F,2022,1448,2022-1448,STC,2026,Junior,2
Veronica,Nielsen,F,2022,1449,2022-1449,STC,2026,Junior,2
Heather,Shaw,F,2022,1450,2022-1450,STL,2026,Junior,2
Crystal,Ramirez,F,2022,1451,2022-1451,STB,2026,Junior,2
Amber,Martin,F,2022,1452,2022-1452,STL,2026,Junior,2
Katherine,Simmons,F,2022,1453,2022-1453,STM,2026,Junior,2
Abigail,Freeman,F,2022,1454,2022-1454,STL,2026,Junior,2
Tina,Weaver,F,2022,1455,2022-1455,STC,2026,Junior,2
Christina,Cruz,F,2022,1456,2022-1456,STL,2026,Junior,2
Doris,Rogers,F,2022,1457,2022-1457,STB,2026,Junior,2
Susan,Jones,F,2022,1458,2022-1458,STB,2026,Junior,2
Karen,Wallace,F,2022,1459,2022-1459,STM,2026,Junior,2
Claudia,Berg,F,2022,1460,2022-1460,STM,2026,Junior,2
Alyssa,Roberts,F,2022,1461,2022-1461,STM,2026,Junior,2
Angelica,Gutierrez,F,2022,1462,2022-1462,STB,2026,Junior,2
Amanda,Delacruz,F,2022,1463,2022-1463,STM,2026,Junior,2
Sara,Woods,F,2022,1464,2022-1464,STM,2026,Junior,2
Jessica,Velasquez,F,2022,1465,2022-1465,STL,2026,Junior,2
Elizabeth,David,F,2022,1466,2022-1466,STC,2026,Junior,2
Erin,Blackwell,F,2022,1467,2022-1467,STC,2026,Junior,2
Jennifer,Gardner,F,2022,1468,2022-1468,STL,2026,Junior,2
Kelly,Jackson,F,2022,1469,2022-1469,STL,2026,Junior,2
Angela,Duran,F,2022,1470,2022-1470,STB,2026,Junior,2
Helen,Garcia,F,2022,1471,2022-1471,STL,2026,Junior,2
Amy,Charles,F,2022,1472,2022-1472,STC,2026,Junior,2
Carla,Armstrong,F,2022,1473,2022-1473,STM,2026,Junior,2
Mary,Johnson,F,2022,1474,2022-1474,STM,2026,Junior,2
Heather,Schmidt,F,2022,1475,2022-1475,STB,2026,Junior,2
Christine,Whitney,F,2022,1476,2022-1476,STC,2026,Junior,2
Hannah,Brown,F,2022,1477,2022-1477,STL,2026,Junior,2
Valerie,Delgado,F,2022,1478,2022-1478,STM,2026,Junior,2
Michele,Andrews,F,2022,1479,2022-1479,STC,2026,Junior,2
Mary,Hunter,F,2022,1480,2022-1480,STC,2026,Junior,2
Caroline,Bradley,F,2022,1481,2022-1481,STM,2026,Junior,2
Patricia,Hunt,F,2022,1482,2022-1482,STM,2026,Junior,2
Kimberly,Sims,F,2022,1483,2022-1483,STM,2026,Junior,2
Norma,Hayes,F,2022,1484,2022-1484,STL,2026,Junior,2
Brittney,Dixon,F,2022,1485,2022-1485,STC,2026,Junior,2
Rachel,Mayer,F,2022,1486,2022-1486,STM,2026,Junior,2
Terry,Washington,F,2022,1487,2022-1487,STL,2026,Junior,2
Michelle,Braun,F,2022,1488,2022-1488,STB,2026,Junior,2
Katherine,Clarke,F,2022,1489,2022-1489,STL,2026,Junior,2
Deborah,Baker,F,2022,1490,2022-1490,STC,2026,Junior,2
Lisa,Clark,F,2022,1491,2022-1491,STB,2026,Junior,2
Alicia,Thomas,F,2022,1492,2022-1492,STC,2026,Junior,2
Stephanie,English,F,2022,1493,2022-1493,STM,2026,Junior,2
Kelly,Clark,F,2022,1494,2022-1494,STB,2026,Junior,2
Nicole,Wilson,F,2022,1495,2022-1495,STM,2026,Junior,2
Elizabeth,Ryan,F,2022,1496,2022-1496,STM,2026,Junior,2
Jacqueline,Stark,F,2022,1497,2022-1497,STC,2026,Junior,2
Tammy,Black,F,2022,1498,2022-1498,STC,2026,Junior,2
Janet,Norman,F,2022,1499,2022-1499,STM,2026,Junior,2
Jacqueline,Drake,F,2022,1500,2022-1500,STM,2026,Junior,2
Barbara,Newman,F,2022,1501,2022-1501,STM,2026,Junior,2
Ashley,Wade,F,2022,1502,2022-1502,STB,2026,Junior,2
Carrie,Gould,F,2022,1503,2022-1503,STM,2026,Junior,2
Cheyenne,Yoder,F,2022,1504,2022-1504,STB,2026,Junior,2
Amanda,Reid,F,2022,1505,2022-1505,STL,2026,Junior,2
Alexandra,Allen,F,2022,1506,2022-1506,STB,2026,Junior,2
Carly,King,F,2022,1507,2022-1507,STC,2026,Junior,2
Sara,Huynh,F,2022,1508,2022-1508,STB,2026,Junior,2
Leslie,Mora,F,2022,1509,2022-1509,STB,2026,Junior,2
Jennifer,Brown,F,2022,1510,2022-1510,STC,2026,Junior,2
Nicole,Webster,F,2022,1511,2022-1511,STB,2026,Junior,2
Julie,Bailey,F,2022,1512,2022-1512,STC,2026,Junior,2
Miranda,Hill,F,2022,1513,2022-1513,STL,2026,Junior,2
Vanessa,Simmons,F,2022,1514,2022-1514,STM,2026,Junior,2
Carolyn,Miller,F,2022,1515,2022-1515,STM,2026,Junior,2
Carol,Anderson,F,2022,1516,2022-1516,STM,2026,Junior,2
Hailey,Orozco,F,2022,1517,2022-1517,STL,2026,Junior,2
Victoria,Thomas,F,2022,1518,2022-1518,STM,2026,Junior,2
Robin,Allen,F,2022,1519,2022-1519,STM,2026,Junior,2
Kristi,Thompson,F,2022,1520,2022-1520,STB,2026,Junior,2
Julie,Leon,F,2022,1521,2022-1521,STC,2026,Junior,2
Sarah,Pham,F,2022,1522,2022-1522,STB,2026,Junior,2
Jennifer,Arnold,F,2022,1523,2022-1523,STB,2026,Junior,2
Kimberly,Mcmillan,F,2022,1524,2022-1524,STC,2026,Junior,2
Laura,Lowe,F,2022,1525,2022-1525,STC,2026,Junior,2
Kimberly,Meyer,F,2022,1526,2022-1526,STB,2026,Junior,2
Kathy,Ryan,F,2022,1527,2022-1527,STC,2026,Junior,2
Melissa,Pacheco,F,2022,1528,2022-1528,STB,2026,Junior,2
Laura,Johnson,F,2022,1529,2022-1529,STL,2026,Junior,2
Kathryn,Haynes,F,2022,1530,2022-1530,STM,2026,Junior,2
Sandra,Johnson,F,2022,1531,2022-1531,STB,2026,Junior,2
Kaitlyn,Watkins,F,2022,1532,2022-1532,STB,2026,Junior,2
Ana,Khan,F,2022,1533,2022-1533,STC,2026,Junior,2
Beth,Warren,F,2022,1534,2022-1534,STL,2026,Junior,2
Tanya,Hunter,F,2022,1535,2022-1535,STL,2026,Junior,2
Elizabeth,Mccarthy,F,2022,1536,2022-1536,STB,2026,Junior,2
Miranda,Chang,F,2022,1537,2022-1537,STC,2026,Junior,2
Emily,Walker,F,2022,1538,2022-1538,STM,2026,Junior,2
Sarah,Smith,F,2022,1539,2022-1539,STB,2026,Junior,2
Kristina,Schmidt,F,2022,1540,2022-1540,STB,2026,Junior,2
Julie,Curtis,F,2022,1541,2022-1541,STC,2026,Junior,2
Brianna,Wolf,F,2022,1542,2022-1542,STC,2026,Junior,2
Sabrina,Raymond,F,2022,1543,2022-1543,STM,2026,Junior,2
Dana,Hamilton,F,2022,1544,2022-1544,STC,2026,Junior,2
Wanda,Boone,F,2022,1545,2022-1545,STM,2026,Junior,2
Nicole,Roberts,F,2022,1546,2022-1546,STM,2026,Junior,2
Penny,Cruz,F,2022,1547,2022-1547,STB,2026,Junior,2
Kimberly,Pittman,F,2022,1548,2022-1548,STC,2026,Junior,2
Yesenia,Knight,F,2022,1549,2022-1549,STB,2026,Junior,2
Jamie,Gilmore,F,2022,1550,2022-1550,STC,2026,Junior,2
Heather,Smith,F,2022,1551,2022-1551,STL,2026,Junior,2
April,Velez,F,2022,1552,2022-1552,STL,2026,Junior,2
Alexa,Gates,F,2022,1553,2022-1553,STB,2026,Junior,2
Dana,Cole,F,2022,1554,2022-1554,STB,2026,Junior,2
Christine,Smith,F,2022,1555,2022-1555,STC,2026,Junior,2
Heather,Griffin,F,2022,1556,2022-1556,STL,2026,Junior,2
Dawn,Gonzalez,F,2022,1557,2022-1557,STB,2026,Junior,2
Michelle,Hobbs,F,2022,1558,2022-1558,STB,2026,Junior,2
Cynthia,Stewart,F,2022,1559,2022-1559,STC,2026,Junior,2
Jill,Serrano,F,2022,1560,2022-1560,STL,2026,Junior,2
Debbie,Lewis,F,2022,1561,2022-1561,STM,2026,Junior,2
Diana,Watts,F,2022,1562,2022-1562,STM,2026,Junior,2
Ashley,Luna,F,2022,1563,2022-1563,STB,2026,Junior,2
Gail,Martinez,F,2022,1564,2022-1564,STL,2026,Junior,2
Sharon,Pope,F,2022,1565,2022-1565,STC,2026,Junior,2
Mary,Torres,F,2022,1566,2022-1566,STM,2026,Junior,2
Meredith,Marquez,F,2022,1567,2022-1567,STM,2026,Junior,2
Heather,Gonzalez,F,2022,1568,2022-1568,STB,2026,Junior,2
Allison,Williams,F,2022,1569,2022-1569,STB,2026,Junior,2
Michelle,Barnett,F,2022,1570,2022-1570,STC,2026,Junior,2
Sarah,Hernandez,F,2022,1571,2022-1571,STM,2026,Junior,2
Jennifer,Adams,F,2022,1572,2022-1572,STB,2026,Junior,2
Tracy,Sullivan,F,2022,1573,2022-1573,STB,2026,Junior,2
Wendy,Mcmillan,F,2022,1574,2022-1574,STM,2026,Junior,2
Judy,Wright,F,2022,1575,2022-1575,STL,2026,Junior,2
Crystal,Goodwin,F,2022,1576,2022-1576,STB,2026,Junior,2
Danielle,Chaney,F,2022,1577,2022-1577,STC,2026,Junior,2
Debra,Torres,F,2022,1578,2022-1578,STB,2026,Junior,2
Donna,Holden,F,2022,1579,2022-1579,STM,2026,Junior,2
Amanda,Weber,F,2022,1580,2022-1580,STB,2026,Junior,2
Erin,Walters,F,2022,1581,2022-1581,STL,2026,Junior,2
Carrie,Fletcher,F,2022,1582,2022-1582,STC,2026,Junior,2
Melanie,Parker,F,2022,1583,2022-1583,STB,2026,Junior,2
Victoria,Webster,F,2022,1584,2022-1584,STC,2026,Junior,2
Alexis,Love,F,2022,1585,2022-1585,STM,2026,Junior,2
Mary,Gilmore,F,2022,1586,2022-1586,STC,2026,Junior,2
Autumn,Valdez,F,2022,1587,2022-1587,STL,2026,Junior,2
Carly,Baldwin,F,2022,1588,2022-1588,STM,2026,Junior,2
Nancy,Marquez,F,2022,1589,2022-1589,STB,2026,Junior,2
Sherry,Lynch,F,2022,1590,2022-1590,STC,2026,Junior,2
Kelly,Silva,F,2022,1591,2022-1591,STB,2026,Junior,2
Yvette,Williams,F,2022,1592,2022-1592,STB,2026,Junior,2
Janice,Payne,F,2022,1593,2022-1593,STC,2026,Junior,2
Charlotte,Ray,F,2022,1594,2022-1594,STB,2026,Junior,2
Michele,Beck,F,2022,1595,2022-1595,STC,2026,Junior,2
Melissa,Rojas,F,2022,1596,2022-1596,STC,2026,Junior,2
Amber,Marquez,F,2022,1597,2022-1597,STL,2026,Junior,2
Stephanie,Russell,F,2022,1598,2022-1598,STC,2026,Junior,2
Allison,Johnson,F,2022,1599,2022-1599,STM,2026,Junior,2
Maria,King,F,2022,1600,2022-1600,STM,2026,Junior,2
Stacey,Williams,F,2022,1601,2022-1601,STB,2026,Junior,2
Nicole,Martinez,F,2022,1602,2022-1602,STM,2026,Junior,2
Jessica,Ball,F,2022,1603,2022-1603,STL,2026,Junior,2
Carolyn,Rodriguez,F,2022,1604,2022-1604,STL,2026,Junior,2
Sara,Madden,F,2022,1605,2022-1605,STB,2026,Junior,2
Regina,Garcia,F,2022,1606,2022-1606,STL,2026,Junior,2
Debbie,Stewart,F,2022,1607,2022-1607,STM,2026,Junior,2
Brenda,Castro,F,2022,1608,2022-1608,STL,2026,Junior,2
Barbara,Guerrero,F,2022,1609,2022-1609,STB,2026,Junior,2
Kristina,Barnes,F,2022,1610,2022-1610,STL,2026,Junior,2
Megan,Jackson,F,2022,1611,2022-1611,STM,2026,Junior,2
Veronica,Ross,F,2022,1612,2022-1612,STB,2026,Junior,2
Tina,Cross,F,2022,1613,2022-1613,STC,2026,Junior,2
Patricia,Vazquez,F,2022,1614,2022-1614,STC,2026,Junior,2
Lisa,Lane,F,2022,1615,2022-1615,STC,2026,Junior,2
Brandy,Sellers,F,2022,1616,2022-1616,STB,2026,Junior,2
Rebecca,Gomez,F,2022,1617,2022-1617,STM,2026,Junior,2
Katrina,Garcia,F,2022,1618,2022-1618,STL,2026,Junior,2
Christy,Glenn,F,2022,1619,2022-1619,STL,2026,Junior,2
Melissa,Brown,F,2022,1620,2022-1620,STM,2026,Junior,2
Karen,Simpson,F,2022,1621,2022-1621,STC,2026,Junior,2
Megan,Alvarez,F,2022,1622,2022-1622,STL,2026,Junior,2
Cheryl,Rodriguez,F,2022,1623,2022-1623,STM,2026,Junior,2
Andrea,Andrews,F,2022,1624,2022-1624,STL,2026,Junior,2
Jessica,Garcia,F,2022,1625,2022-1625,STL,2026,Junior,2
Jodi,Arnold,F,2022,1626,2022-1626,STC,2026,Junior,2
Patricia,Barker,F,2022,1627,2022-1627,STM,2026,Junior,2
Megan,Graham,F,2022,1628,2022-1628,STB,2026,Junior,2
Stephanie,Murphy,F,2022,1629,2022-1629,STB,2026,Junior,2
Misty,Hudson,F,2022,1630,2022-1630,STC,2026,Junior,2
Teresa,Hill,F,2022,1631,2022-1631,STL,2026,Junior,2
Elizabeth,Roman,F,2022,1632,2022-1632,STB,2026,Junior,2
Crystal,Lopez,F,2022,1633,2022-1633,STB,2026,Junior,2
Carolyn,Lara,F,2022,1634,2022-1634,STM,2026,Junior,2
Valerie,Middleton,F,2022,1635,2022-1635,STC,2026,Junior,2
Angela,Gallegos,F,2022,1636,2022-1636,STB,2026,Junior,2
Chelsea,Krause,F,2022,1637,2022-1637,STB,2026,Junior,2
Susan,Martinez,F,2022,1638,2022-1638,STC,2026,Junior,2
Lisa,Robertson,F,2022,1639,2022-1639,STB,2026,Junior,2
Amanda,Scott,F,2022,1640,2022-1640,STL,2026,Junior,2
Cassandra,Morris,F,2022,1641,2022-1641,STB,2026,Junior,2
